from,to,cost
53,179,6079.3
53,153,10758.1
53,45,8086.3
53,62,1707.1
53,199,7128.1
90,90,0.0
90,98,9772.2
90,103,8460.3
90,102,7929.6
90,70,6752.7
90,71,9120.4
90,72,7519.6
90,73,7505.7
90,52,9140.9
90,69,6881.7
90,75,7513.8
90,118,7565.7
90,122,3610.4
90,83,2557.1
90,186,9760.1
90,205,9651.6
90,36,9310.8
90,149,5680.7
90,176,4598.6
90,156,5547.8
90,99,3595.8
90,31,4563.3
90,68,9118.4
90,190,7072.1
90,77,9548.4
90,151,8894.8
90,10,6258.3
90,84,10431.4
90,88,9356.5
90,89,9930.9
90,40,6219.4
90,164,6695.1
90,141,5930.7
90,137,8316.8
90,47,6528.1
90,20,11065.0
90,22,10255.2
90,81,9618.2
90,63,8120.3
90,60,8153.9
90,113,7436.7
90,67,8569.6
174,33,6794.9
174,15,6762.0
174,17,7703.6
174,12,10056.4
174,174,0.0
174,23,5397.6
174,124,1931.5
174,165,5148.4
174,170,9165.6
174,134,5555.9
174,133,6968.4
174,49,8753.4
174,5,5426.5
174,4,7932.7
174,3,6288.2
174,191,8582.4
174,192,6896.5
174,193,9577.5
174,195,8843.5
174,188,9272.9
174,161,9778.2
174,38,6435.1
174,101,6338.7
174,48,6175.0
174,144,7147.7
174,80,8398.7
174,136,4539.3
174,184,9416.8
174,183,10083.1
174,135,8968.4
174,123,9673.8
174,1,9355.1
174,177,10070.7
174,64,6238.9
174,65,6394.7
174,16,4768.6
174,196,5479.9
174,138,5056.7
174,166,5535.8
174,29,8077.7
174,30,5203.6
174,91,3460.7
174,93,4398.4
174,6,3589.6
23,33,8342.1
23,15,8309.2
23,17,9250.7
23,174,1724.3
23,23,0.0
23,124,3655.9
23,165,249.1
23,134,7280.3
23,133,8692.8
23,5,6973.7
23,4,9479.9
23,3,7835.3
23,191,10129.6
23,192,8443.7
23,195,10390.7
23,38,7982.3
23,101,8063.1
23,48,7899.4
23,144,8694.9
23,80,9945.8
23,136,6086.5
23,64,7963.3
23,65,8119.0
23,16,6315.7
23,196,7027.1
23,138,6603.9
23,166,7083.0
23,29,9802.1
23,30,6928.0
23,91,5007.9
23,93,5945.5
23,6,5136.8
124,33,7461.2
124,15,7502.3
124,17,8443.8
124,174,4117.6
124,23,3465.9
124,124,0.0
124,165,3216.8
124,170,7234.0
124,134,3624.2
124,133,5036.8
124,49,6821.8
124,5,6176.8
124,4,8599.1
124,3,7028.4
124,191,9322.6
124,192,7636.8
124,195,9583.8
124,188,10013.2
124,38,4514.0
124,78,9971.5
124,101,4407.1
124,129,8368.1
124,147,9187.8
124,48,4243.3
124,144,7814.1
124,80,9138.9
124,136,5612.8
124,184,9171.1
124,183,8151.5
124,135,7036.8
124,123,7742.1
124,1,7423.5
124,2,9242.9
124,177,8139.0
124,28,8763.7
124,7,9343.6
124,64,4307.3
124,65,4463.0
124,16,3802.5
124,196,3604.5
124,138,5513.9
124,166,3660.5
124,29,6146.1
124,30,3271.9
124,91,4916.7
124,93,5601.9
124,6,5025.2
165,33,8591.2
165,15,8558.3
165,17,9499.9
165,174,1973.5
165,23,249.1
165,124,3905.0
165,165,0.0
165,134,7529.4
165,133,8941.9
165,5,7222.8
165,4,9729.1
165,3,8084.5
165,191,10378.7
165,192,8692.8
165,195,10639.8
165,38,8231.4
165,101,8312.2
165,48,8148.5
165,144,8944.1
165,80,10195.0
165,136,6335.6
165,64,8212.5
165,65,8368.2
165,16,6564.9
165,196,7276.2
165,138,6853.0
165,166,7332.1
165,29,10051.2
165,30,7177.1
165,91,5257.1
165,93,6194.7
165,6,5385.9
170,33,7405.8
170,15,7405.6
170,17,8347.1
170,174,5219.4
170,23,3495.7
170,124,4993.5
170,165,3246.6
170,170,0.0
170,134,3441.9
170,133,4854.4
170,49,6639.4
170,139,10474.9
170,5,6070.1
170,4,8543.7
170,3,6931.7
170,191,9225.9
170,192,7540.1
170,195,9487.1
170,188,9916.5
170,38,4407.3
170,78,9746.1
170,101,4224.7
170,129,8185.7
170,147,9005.4
170,48,3956.2
170,144,7758.7
170,80,9042.2
170,136,5626.3
170,107,10097.7
170,184,8950.3
170,183,7926.1
170,135,6854.4
170,123,7559.7
170,1,7198.1
170,2,9017.5
170,177,7913.7
170,28,8538.3
170,7,9118.2
170,64,3245.2
170,65,2923.8
170,16,3695.8
170,196,3497.8
170,138,5466.8
170,166,3553.8
170,29,5084.0
170,30,2984.8
170,91,5142.2
170,93,5615.4
170,6,5250.7
134,33,7152.1
134,15,6413.1
134,17,7182.2
134,12,9122.2
134,53,10026.9
134,174,8036.5
134,23,6312.8
134,124,7810.6
134,165,6063.7
134,170,3609.8
134,134,0.0
134,133,1412.5
134,56,7342.1
134,49,3197.6
134,139,7069.5
134,5,7320.6
134,4,7215.6
134,3,6787.8
134,191,7705.3
134,192,6553.7
134,193,8951.6
134,195,7979.2
134,188,8408.6
134,161,8913.8
134,160,9911.5
134,162,9514.4
134,157,10023.5
134,154,9750.2
134,128,10181.3
134,24,9999.8
134,168,10154.7
134,173,10260.0
134,171,9658.9
134,201,9487.9
134,38,5254.5
134,78,7779.0
134,101,782.9
134,95,10146.8
134,129,4743.9
134,147,5563.5
134,48,4124.5
134,109,7882.2
134,51,9570.9
134,132,10135.3
134,144,7505.0
134,80,7534.3
134,136,7303.2
134,108,9624.5
134,107,8031.7
134,11,9562.6
134,184,5546.8
134,183,5245.5
134,135,3412.6
134,123,4117.9
134,1,4545.9
134,2,7050.5
134,177,5261.4
134,27,9591.1
134,28,6472.4
134,92,10539.7
134,7,7052.3
134,85,9007.2
134,64,5952.9
134,65,5802.5
134,198,10458.6
134,16,5627.0
134,196,5112.6
134,138,6941.8
134,166,5168.5
134,29,7791.7
134,30,4029.6
134,91,7288.5
134,93,7029.6
134,6,7349.5
134,179,9268.4
134,153,9141.6
134,45,10542.7
133,33,6742.0
133,15,6003.0
133,17,6553.6
133,12,8447.1
133,53,8614.2
133,23,9425.9
133,165,9176.7
133,170,6780.9
133,134,9376.7
133,133,0.0
133,56,7199.4
133,49,1784.9
133,139,5656.8
133,25,10119.7
133,112,9840.0
133,110,9290.7
133,5,9162.5
133,4,6587.0
133,3,6580.0
133,191,7030.1
133,192,6143.7
133,193,8276.4
133,195,7304.0
133,187,9741.2
133,188,7733.4
133,161,8238.7
133,160,9236.4
133,162,8839.2
133,157,9348.3
133,159,9947.0
133,155,10065.2
133,154,9075.0
133,128,9506.2
133,114,9014.2
133,24,8587.1
133,169,9013.2
133,167,9626.0
133,168,8742.0
133,173,8847.4
133,171,8246.3
133,201,8075.2
133,202,9711.5
133,38,8596.0
133,78,6366.4
133,79,8921.5
133,120,9374.7
133,125,9668.8
133,101,7906.7
133,95,8734.1
133,129,3331.2
133,147,4150.9
133,48,7683.7
133,109,6469.5
133,51,8158.3
133,132,8722.6
133,144,7094.9
133,80,6859.1
133,136,8275.3
133,108,8211.8
133,107,6619.1
133,55,9915.2
133,11,8149.9
133,184,4933.1
133,183,3832.9
133,135,1999.9
133,123,2705.2
133,1,3133.2
133,2,5637.8
133,177,3848.8
133,27,8178.5
133,28,5059.7
133,92,9127.0
133,7,5639.6
133,85,7594.5
133,64,7973.8
133,65,8129.5
133,198,9783.4
133,16,8057.6
133,196,8143.7
133,138,8065.4
133,166,8199.7
133,29,9812.6
133,30,7142.7
133,91,8969.4
133,93,7914.5
133,6,8866.6
133,13,9666.0
133,58,8804.5
133,179,7855.7
133,153,7728.9
133,45,9130.1
133,62,9883.4
56,33,7763.5
56,15,7659.2
56,17,8600.8
56,174,7099.0
56,23,5375.4
56,124,6873.1
56,165,5126.2
56,170,1879.5
56,134,5321.5
56,133,3635.0
56,56,0.0
56,49,4850.2
56,139,8665.1
56,5,6323.7
56,4,8809.2
56,3,7185.3
56,191,9299.0
56,192,7793.7
56,195,9572.8
56,188,10002.2
56,38,4257.7
56,78,9431.7
56,101,3005.3
56,129,6396.6
56,147,7216.2
56,48,3127.7
56,109,9534.8
56,144,8116.3
56,80,9128.0
56,136,6306.4
56,107,9684.4
56,184,7140.5
56,183,6898.2
56,135,5065.2
56,123,5770.6
56,1,6198.5
56,2,8703.2
56,177,6914.1
56,28,8125.0
56,7,8704.9
56,64,5124.8
56,65,4803.5
56,16,4630.1
56,196,4115.8
56,138,5945.0
56,166,4171.7
56,29,6963.6
56,30,3220.9
56,91,6291.6
56,93,6032.8
56,6,6352.7
56,153,10794.2
49,33,8420.4
49,15,7681.3
49,17,7830.4
49,12,8010.8
49,53,7297.3
49,170,6886.1
49,133,8554.1
49,56,5414.4
49,49,0.0
49,139,3871.8
49,25,8334.8
49,112,8055.0
49,110,9276.1
49,4,7914.0
49,3,8258.4
49,191,7812.6
49,192,7822.0
49,193,8308.3
49,195,8086.4
49,187,8748.2
49,188,7494.3
49,161,7999.6
49,160,8243.4
49,163,9197.5
49,162,8202.2
49,157,8711.4
49,159,8698.2
49,155,8310.9
49,154,7969.5
49,127,9217.1
49,128,8400.7
49,97,8541.1
49,94,9846.4
49,114,7229.2
49,24,6802.1
49,169,7482.6
49,167,8491.8
49,168,7425.2
49,173,7530.5
49,171,7112.1
49,201,9690.1
49,202,8577.3
49,38,9264.3
49,78,7689.3
49,79,9162.5
49,120,7589.7
49,125,8138.8
49,101,7924.4
49,95,6949.2
49,143,8817.9
49,129,1546.3
49,147,2365.9
49,48,8134.3
49,109,4684.5
49,51,6373.3
49,132,8982.5
49,144,8773.2
49,80,7641.6
49,136,9953.6
49,108,8471.6
49,107,8234.0
49,55,9503.0
49,11,8600.0
49,184,6593.3
49,183,5209.6
49,135,5987.5
49,123,4450.0
49,1,4755.8
49,2,6960.8
49,177,5471.4
49,27,8419.5
49,28,6674.6
49,92,9577.1
49,7,7254.5
49,85,7835.5
49,64,9508.7
49,65,9664.5
49,198,8677.9
49,206,8941.5
49,16,9636.8
49,196,9122.4
49,138,9743.7
49,166,9178.3
49,30,8140.0
49,93,9592.9
49,142,9756.8
49,13,7881.0
49,58,7019.5
49,179,7841.0
49,153,9343.8
49,45,9861.1
49,62,8566.5
139,33,6483.6
139,15,5744.5
139,17,6107.7
139,12,7767.9
139,53,8094.2
139,174,9735.1
139,23,8011.4
139,124,9509.1
139,165,7762.3
139,170,4515.5
139,134,7957.5
139,133,6271.0
139,56,2635.9
139,49,4192.8
139,139,0.0
139,25,9430.8
139,112,9151.0
139,110,9249.5
139,5,8904.0
139,4,6191.4
139,3,6321.6
139,191,6351.0
139,192,5885.2
139,193,7597.2
139,195,6624.8
139,187,8510.7
139,188,7054.3
139,161,7559.5
139,160,8005.9
139,163,9043.8
139,162,7964.7
139,157,8473.9
139,159,8544.5
139,155,8179.1
139,154,7732.0
139,127,9085.3
139,128,8163.2
139,97,8409.3
139,96,10361.9
139,94,9714.6
139,114,8325.2
139,24,7898.1
139,169,8400.1
139,167,9228.3
139,168,8222.1
139,173,8327.4
139,171,7848.6
139,201,8034.0
139,202,9313.9
139,38,6893.7
139,78,6308.1
139,79,8880.2
139,120,8685.7
139,125,9055.7
139,101,5641.3
139,95,8045.2
139,143,9914.0
139,129,2642.3
139,147,3461.9
139,48,5763.7
139,109,5780.5
139,51,7469.3
139,132,8681.4
139,144,6836.4
139,80,6180.0
139,136,8016.8
139,108,8170.6
139,107,6577.8
139,55,9873.9
139,11,8108.6
139,184,4656.5
139,183,3791.6
139,135,3266.0
139,123,2664.0
139,1,3091.9
139,2,5579.6
139,177,3807.5
139,27,8137.2
139,28,5018.4
139,92,9085.8
139,7,5598.3
139,85,7553.2
139,64,7760.9
139,65,7439.5
139,198,8440.4
139,206,8809.7
139,19,10213.2
139,16,7266.2
139,196,6751.8
139,138,7806.9
139,166,6807.7
139,29,9599.6
139,30,5856.9
139,91,8710.9
139,93,7656.1
139,6,8608.1
139,13,8977.1
139,58,8115.5
139,179,7814.5
139,153,7687.7
139,45,9088.8
139,62,9363.5
25,33,7443.6
25,15,6704.6
25,17,6853.6
25,12,7697.4
25,53,7419.6
25,23,9254.8
25,165,9005.7
25,170,5759.0
25,134,9200.9
25,133,7514.4
25,56,3879.4
25,49,5436.2
25,139,1243.3
25,25,0.0
25,112,7848.8
25,110,9703.1
25,5,9864.1
25,4,6937.3
25,3,7281.6
25,191,7094.0
25,192,6845.2
25,193,7993.3
25,195,7367.9
25,187,8157.5
25,188,7179.3
25,161,7684.6
25,160,7652.7
25,163,7899.4
25,162,7633.2
25,157,8142.3
25,159,7400.1
25,155,6970.7
25,154,6987.8
25,127,7874.6
25,128,7419.0
25,97,7200.9
25,96,9151.1
25,94,8503.8
25,116,10022.0
25,114,7023.0
25,24,6595.9
25,169,7268.5
25,167,8918.8
25,168,7407.2
25,173,7957.6
25,171,7539.1
25,201,9277.4
25,202,9004.4
25,38,8137.2
25,78,7551.6
25,79,9589.5
25,120,745.0
25,125,7924.1
25,37,10169.9
25,101,6884.8
25,95,6742.9
25,143,8611.7
25,129,2834.5
25,147,3654.1
25,48,7007.1
25,109,4478.3
25,51,6167.0
25,132,9409.5
25,119,11112.3
25,144,7796.5
25,57,10133.7
25,80,6923.0
25,74,10746.7
25,136,8976.8
25,108,8898.7
25,107,7821.2
25,55,9930.1
25,11,9027.1
25,184,5616.5
25,183,5035.0
25,135,4509.4
25,123,3907.4
25,1,4335.4
25,2,6823.0
25,177,5050.9
25,27,8846.5
25,28,6261.9
25,92,10004.2
25,7,6841.8
25,85,8262.6
25,64,9004.3
25,65,8682.9
25,198,7696.2
25,206,7599.0
25,19,9002.5
25,39,9816.0
25,16,8509.6
25,196,7995.2
25,138,8766.9
25,166,8051.2
25,30,7100.3
25,91,9671.0
25,93,8616.1
25,6,9568.2
25,0,10670.6
25,142,9521.9
25,13,7674.8
25,42,10375.8
25,54,10384.3
25,58,6813.3
25,179,8268.1
25,153,8931.1
25,45,10288.1
25,62,8548.6
112,53,6788.2
112,139,8998.4
112,25,7754.9
112,112,0.0
112,98,10194.4
112,103,9293.9
112,102,9518.2
112,71,9551.5
112,72,8512.5
112,118,8505.6
112,117,6617.7
112,116,6476.6
112,115,6581.0
112,114,6491.4
112,24,5295.4
112,169,5603.7
112,167,8841.8
112,168,6387.3
112,173,7558.3
112,171,7885.4
112,202,9515.5
112,120,7009.9
112,125,4638.1
112,205,10082.8
112,37,6653.2
112,95,5344.4
112,140,5601.6
112,143,5066.3
112,129,9953.0
112,194,3265.0
112,36,8873.4
112,145,5778.1
112,51,8608.0
112,132,10040.5
112,156,9800.3
112,68,9540.7
112,190,8366.8
112,10,9310.6
112,108,10131.7
112,55,10099.1
112,175,9230.9
112,32,10547.6
112,20,9290.3
112,22,8480.5
112,113,10139.7
112,0,4844.9
112,67,8132.2
112,142,6005.2
112,13,4129.4
112,111,7711.7
112,42,4380.0
112,61,7823.1
112,54,6867.6
112,58,6281.7
112,179,9701.0
112,62,7361.6
112,199,5546.4
110,53,1835.4
110,170,10166.3
110,56,9317.7
110,49,7619.4
110,139,7262.5
110,25,6918.4
110,112,5468.9
110,110,0.0
110,116,7620.0
110,114,4620.9
110,24,5798.1
110,169,3723.7
110,167,1308.0
110,168,2593.4
110,173,2111.2
110,171,2438.3
110,201,9757.8
110,202,4068.4
110,203,8141.3
110,78,8150.0
110,79,6394.8
110,106,5766.9
110,120,6173.4
110,125,3801.6
110,37,7796.6
110,95,4507.9
110,140,9018.8
110,143,6209.7
110,129,6310.7
110,147,7130.3
110,194,7946.8
110,145,9201.9
110,109,8035.3
110,51,6258.5
110,132,4593.4
110,108,4822.2
110,107,8301.6
110,55,4881.5
110,11,4950.6
110,183,7218.2
110,135,9415.3
110,123,7758.7
110,1,6764.5
110,2,7421.4
110,177,7480.0
110,27,5651.8
110,28,8289.8
110,92,5927.7
110,46,6599.2
110,7,7322.2
110,85,5067.9
110,126,10109.4
110,0,8268.6
110,142,7148.6
110,13,5272.8
110,111,8855.1
110,42,7683.0
110,54,8011.0
110,58,4411.3
110,179,4253.9
110,153,9411.5
110,45,6260.8
110,44,10209.8
110,62,3542.6
110,199,8963.6
5,33,2210.0
5,15,1335.4
5,17,2277.0
5,12,4629.8
5,174,6995.3
5,23,7872.6
5,124,7608.9
5,165,7623.5
5,170,6875.0
5,134,8062.8
5,133,7981.2
5,56,8520.9
5,49,5257.3
5,139,8250.3
5,5,0.0
5,4,2607.2
5,3,861.6
5,191,3155.8
5,192,1469.9
5,193,4402.1
5,195,3416.9
5,187,6416.4
5,188,3846.4
5,161,4351.6
5,160,5911.6
5,163,7756.0
5,162,4982.5
5,157,5491.7
5,159,7256.7
5,155,7314.3
5,154,6059.7
5,127,8741.7
5,128,6490.9
5,97,7533.6
5,96,10011.2
5,94,9363.9
5,38,6408.4
5,78,9829.2
5,101,7351.5
5,129,6498.2
5,147,7317.8
5,48,7494.6
5,109,9340.7
5,144,2562.9
5,80,2972.1
5,136,4575.7
5,107,10081.9
5,184,4671.7
5,183,7295.7
5,135,5462.8
5,123,6168.1
5,1,6596.0
5,2,9100.7
5,177,7311.6
5,28,8522.5
5,7,9102.4
5,64,8522.5
5,65,8304.6
5,198,6768.1
5,206,8466.0
5,19,9862.6
5,16,4755.9
5,196,5467.2
5,138,4190.3
5,166,5523.1
5,30,6450.5
5,91,4901.5
5,93,3606.4
5,6,4654.8
4,33,1211.0
4,15,336.5
4,17,2715.9
4,12,4961.7
4,174,5996.3
4,23,6873.6
4,124,6610.0
4,165,6624.5
4,170,6654.2
4,134,7063.8
4,133,6982.2
4,56,8531.6
4,49,5267.9
4,139,8261.0
4,5,4464.0
4,4,0.0
4,3,1767.4
4,191,3594.7
4,192,1908.8
4,193,4476.0
4,195,3855.9
4,187,6855.4
4,188,4285.3
4,161,4790.6
4,160,6350.6
4,163,8194.9
4,162,5421.5
4,157,5930.6
4,159,7695.6
4,155,7753.3
4,154,6498.7
4,127,9180.6
4,128,6929.9
4,97,7972.6
4,94,9802.8
4,38,5529.7
4,78,9839.9
4,101,6352.6
4,129,6508.8
4,147,7328.5
4,48,6495.6
4,109,9351.4
4,144,1563.9
4,80,3411.0
4,136,3576.8
4,107,10092.5
4,184,4682.3
4,183,7306.4
4,135,5473.4
4,123,6178.7
4,1,6606.7
4,2,9111.3
4,177,7322.2
4,28,8533.2
4,7,9113.1
4,64,7523.5
4,65,7305.6
4,198,7207.1
4,206,8905.0
4,19,10301.5
4,16,3756.9
4,196,4468.2
4,138,3191.3
4,166,4524.2
4,29,9362.3
4,30,5451.5
4,91,3902.5
4,93,2607.4
4,6,3655.9
3,33,2956.7
3,15,2082.1
3,17,1415.3
3,12,3768.2
3,174,7741.9
3,23,8568.6
3,124,8290.4
3,165,8319.4
3,170,7172.8
3,134,8758.8
3,133,8727.9
3,56,8243.2
3,49,5547.6
3,139,7972.6
3,5,6068.8
3,4,1745.5
3,3,0.0
3,191,2294.2
3,192,608.3
3,193,3540.4
3,195,2555.3
3,187,5554.8
3,188,2984.7
3,161,3490.0
3,160,5050.0
3,163,6894.4
3,162,4120.9
3,157,4630.0
3,159,6395.1
3,155,6452.7
3,154,5198.1
3,127,7880.0
3,128,5629.3
3,97,6672.0
3,96,9149.6
3,94,8502.3
3,38,6794.9
3,78,10022.1
3,101,8098.2
3,129,6356.3
3,147,7175.9
3,48,8241.3
3,109,9063.0
3,119,11110.7
3,144,3309.5
3,57,10132.2
3,80,2110.4
3,74,10745.2
3,136,5181.6
3,184,4962.1
3,183,7505.6
3,135,5753.1
3,123,6377.9
3,1,6805.9
3,2,9293.6
3,177,7521.5
3,28,8732.4
3,7,9312.3
3,64,9269.1
3,65,9051.3
3,198,5906.5
3,206,7604.4
3,19,9000.9
3,39,9814.4
3,16,5502.5
3,196,6213.9
3,138,4937.0
3,166,6269.8
3,30,7197.2
3,91,5648.1
3,93,4353.1
3,6,5401.5
191,33,2035.8
191,15,1161.2
191,17,2304.4
191,12,4657.2
191,174,6821.1
191,23,7698.4
191,124,7434.7
191,165,7449.3
191,170,6896.2
191,134,7888.6
191,133,7807.0
191,56,8542.1
191,49,5278.4
191,139,8271.5
191,5,5288.7
191,4,824.7
191,3,2592.2
191,191,0.0
191,192,1497.3
191,193,4400.0
191,195,3444.3
191,187,6443.8
191,188,3873.8
191,161,4379.0
191,160,5939.0
191,163,7783.4
191,162,5009.9
191,157,5519.1
191,159,7284.1
191,155,7341.7
191,154,6087.1
191,127,8769.0
191,128,6518.3
191,97,7561.0
191,96,10038.6
191,94,9391.3
191,38,6354.4
191,78,9850.4
191,101,7177.3
191,129,6519.4
191,147,7339.0
191,48,7320.4
191,109,9361.9
191,144,2388.6
191,80,2999.5
191,136,4401.5
191,107,10103.1
191,184,4692.9
191,183,7316.9
191,135,5484.0
191,123,6189.3
191,1,6617.2
191,2,9121.9
191,177,7332.8
191,28,8543.7
191,7,9123.6
191,64,8348.3
191,65,8130.4
191,198,6795.5
191,206,8493.4
191,19,9889.9
191,16,4581.7
191,196,5293.0
191,138,4016.1
191,166,5348.9
191,29,10187.0
191,30,6276.3
191,91,4727.2
191,93,3432.2
191,6,4480.6
192,33,3663.6
192,15,2789.1
192,17,807.0
192,12,3159.8
192,174,8448.9
192,23,9326.2
192,124,9062.6
192,165,9077.1
192,170,7663.4
192,134,9516.4
192,133,9344.1
192,56,8497.6
192,49,6038.2
192,139,7924.4
192,5,6916.6
192,4,2452.5
192,3,4220.0
192,191,1685.8
192,192,0.0
192,193,2932.1
192,195,1947.0
192,187,4946.4
192,188,2376.4
192,161,2881.6
192,160,4441.6
192,163,6286.0
192,162,3512.6
192,157,4021.7
192,159,5786.7
192,155,5844.4
192,154,4589.8
192,127,7271.7
192,128,5020.9
192,97,6063.7
192,96,8541.2
192,94,7893.9
192,38,7610.3
192,101,8714.5
192,129,6613.5
192,147,7433.1
192,48,8911.5
192,109,9014.9
192,119,10502.4
192,144,4016.5
192,57,9523.8
192,80,1502.1
192,74,10136.8
192,136,6029.3
192,184,5452.6
192,183,7762.8
192,135,6243.7
192,123,6635.2
192,1,7063.1
192,2,9550.8
192,177,7778.7
192,28,8989.6
192,7,9569.5
192,64,9976.1
192,65,9758.2
192,198,5298.2
192,206,6996.0
192,19,8392.6
192,20,11078.7
192,22,10268.9
192,39,9206.1
192,16,6209.5
192,196,6920.8
192,138,5643.9
192,166,6976.7
192,30,7904.1
192,91,6355.1
192,93,5060.0
192,6,6108.4
193,33,2748.5
193,15,1874.0
193,17,1785.3
